案件編號,發生時間,災情類別,相近地點,災情描述,權責單位,通報來源,lat,log
42020023463710,2020-03-20 10:34,"[其他災情]
其他",屏東縣春日鄉士文村6號,猴子進入民宅搶食物,春日鄉公所(已處理),災情查報,22.37083529,120.62932789
42020023463718,2020-03-20 10:34,"[積淹水災情]
道路積淹水",屏東縣新埤鄉中正路,雨水過大導致排水不通,新埤鄉公所(已處理),災情查報,22.470051,120.549157
42020023463724,2020-03-20 10:35,"[其他災情]
溪水暴漲",[屏東縣麟洛鄉麟趾村17鄰中山路235之1號],麟洛溪暴漲,,災情查報,22.647715,120.529266
42020023463733,2020-03-20 10:35,"[其他災情]
其他",屏東縣新園鄉港西村[屏東縣新園鄉港西村19鄰西平路9號],復仇者聯盟對戰仙后座外星侵略者,新園鄉公所(已處理),災情查報,22.507156,120.455779
42020023463748,2020-03-20 10:35,"[民生、基礎設施災情]
電力停電",屏東縣佳冬鄉佳冬國小,神奇寶貝編號25皮卡丘與編號01妙蛙種子在佳冬國小決鬥，皮卡丘為擊敗對手吸取附近大量電力使用新絕招百萬伏特，導致附近電力斷電，建築物與電線桿、道路嚴重受損不堪使用。,佳冬鄉公所(已處理),災情查報,22.41930402,120.55232433
42020023463684,2020-03-20 10:35,"[其他災情]
其他",屏東縣車城鄉新街路[屏東縣車城鄉新街村4鄰新街路9號],皮卡丘大量出現!!!,車城鄉公所(已處理),災情查報,22.05967,120.715052
42020023463702,2020-03-20 10:35,"[積淹水災情]
地區積淹水",屏東縣佳冬鄉昌隆村東昌路[屏東縣佳冬鄉昌隆村1鄰東昌路1之6號],雨量很大,"屏東縣政府消防局(已處理)
佳冬鄉公所(已處理)",災情查報,22.451266,120.573225
42020023463784,2020-03-20 10:35,"[火災]
建築物",屏東縣萬巒鄉新置村佳平橋,殯葬所燃燒紙錢造成火災,萬巒鄉公所(已處理),災情查報,22.57265007,120.56781789
42020023463768,2020-03-20 10:35,"[土石災情]
土石崩落",屏東縣高樹鄉[屏東縣高樹鄉源泉村11鄰泰興路66號],"土石造成沿山公路15km處交通中斷,善導書院學童15名受困,大量猴子入侵民宅搶食、圍毆小狗小貓、咬傷民眾",高樹鄉公所(已處理),災情查報,22.81527,120.617668
42020023463772,2020-03-20 10:35,"[土石災情]
土石崩落",屏東縣來義鄉古樓村中正路94號,直徑約10公尺大石頭從邊坡崩落擋住道路,來義鄉公所(已處理),災情查報,22.526155,120.63154
42020023463688,2020-03-20 10:35,"[積淹水災情]
道路積淹水",屏東縣東港鎮[屏東縣東港鎮新勝里2鄰中正路220號],雨量漸小積水已退。,東港鎮公所(已處理),災情查報,22.469596,120.451974
42020023463706,2020-03-20 10:35,"[車輛、交通事故]
車輛因災毀損",屏東縣恆春鎮,油罐車漏油，導致車輛打滑，因碰撞導致火燒車。,恆春鎮公所(已處理),災情查報,21.983846,120.753784
42020023463698,2020-03-20 10:35,"[廣告招牌災情]
廣告招牌掉落",屏東縣高樹鄉高樹村興中路330號,高樹鄉立圖書館前廣告招牌癱塔,高樹鄉公所(待處理),災情查報,22.826331,120.600717
42020023463882,2020-03-20 10:35,"[建物毀損]
建物半倒",屏東縣霧臺鄉佳暮村流川巷3號[屏東縣霧臺鄉佳暮村5鄰流川巷37號],123,霧臺鄉公所(待處理),災情查報,22.764764,120.725943
42020023463692,2020-03-20 10:36,"[土石災情]
土石流",屏東縣泰武鄉佳興村,大量土石自山上崩落,泰武鄉公所(已處理),災情查報,22.59197779,120.63202619
42020023463746,2020-03-20 10:36,"[火災]
其他",屏東縣萬巒鄉[屏東縣萬巒鄉萬金村12鄰營區路56之1號],阿兵哥在營區內烤肉造成大火,萬巒鄉公所(已處理),災情查報,22.606862,120.619411
42020023463787,2020-03-20 10:36,"[土石災情]
土石流",屏東縣萬巒鄉[屏東縣萬巒鄉新置村6鄰新榮路15號],牛隻受困,萬巒鄉公所(已處理),災情查報,22.53964,120.621637
42020023463729,2020-03-20 10:36,"[路樹災情]
路樹倒塌",屏東縣新埤鄉[屏東縣新埤鄉建功村1鄰三民路182號],壓倒路邊小草,"屏東縣新埤鄉殯葬暨宗教管理所(待處理)
新埤鄉公所(已處理)",災情查報,22.482701,120.560874
42020023463727,2020-03-20 10:37,"[積淹水災情]
道路積淹水",屏東縣林邊鄉,道路積水,"屏東縣政府消防局(待處理)
林邊鄉公所(待處理)",災情查報,22.450265,120.501755
42020023463752,2020-03-20 10:37,"[積淹水災情]
房屋地下室淹水",屏東縣里港鄉玉田村八德路487之3號,該建物已淹滿地下室,里港鄉公所(待處理),災情查報,22.774713,120.483631
42020023463722,2020-03-20 10:37,"[民生、基礎設施災情]
電力停電",屏東縣竹田鄉[屏東縣竹田鄉履豐村1鄰豐明路26號],新冠肺炎病毒已死亡100萬隻,竹田鄉公所(已處理),災情查報,22.586605,120.540239
42020023463758,2020-03-20 10:38,"[積淹水災情]
房屋地下室淹水",屏東縣佳冬鄉公所,佳好鄉大樓地下室淹水  有人車受困,佳冬鄉公所(已處理),災情查報,22.41930402,120.55232433
42020023463830,2020-03-20 10:45,"[路樹災情]
路樹傾斜",屏東縣琉球鄉,路樹倒蹋致影響交通已處裡,琉球鄉公所(待處理),災情查報,22.349648,120.38627
42020023463813,2020-03-20 10:55,"[土石災情]
土石崩落",屏東縣三地門鄉口社村5鄰100號,淹沒住宅有人傷亡,三地門鄉公所(待處理),災情查報,22.71626996,120.65425047
42020023463879,2020-03-20 11:01,"[廣告招牌災情]
廣告招牌欲墜",屏東縣新埤鄉新民路78號ㄅ,風雨過大,新埤鄉公所(已處理),災情查報,22.469369,120.551043
42020023463877,2020-03-20 11:01,"[廣告招牌災情]
廣告招牌欲墜",屏東縣新埤鄉新民路78號ㄅ,風雨過大,新埤鄉公所(已處理),災情查報,22.469369,120.551043
42020023463908,2020-03-20 11:42,"[廣告招牌災情]
廣告招牌掉落",屏東縣琉球鄉,廣告招牌掉落至橋面破損影響交通,,災情查報,22.349648,120.38627
42020023463972,2020-03-20 14:36,"[積淹水災情]
道路積淹水",屏東縣屏東市[屏東縣屏東市民權里9鄰信義路26之1號],海水倒灌導致屏東市區淹水,,災情查報,22.67189,120.4829
42020023463926,2020-03-20 14:36,"[其他災情]
其他",屏東縣屏東市[屏東縣屏東市勝利里18鄰自由路500號],股災疫情嚴重,,災情查報,22.683683,120.489149
42020023463938,2020-03-20 14:36,"[建物毀損]
建物半倒",屏東縣屏東市,人員受傷,"屏東縣後備指揮部(待處理)
經濟部水利署南區水資源局(待處理)
經濟部水利署第七河川局(待處理)
台灣自來水股份有限公司(待處理)
台灣電力股份有限公司(待處理)
交通部公路總局第三區養護工程處(待處理)
屏東監理站(待處理)
交通部臺灣鐵路管理局高雄運務段屏東站(待處理)
行政院國軍退除役官兵輔導委員會屏東縣榮民服務處(待處理)
行政院農業委員會農糧署南區分署(待處理)
農田水利會(待處理)
行政院海岸巡防署海洋巡防總局(待處理)
屏東縣政府(待處理)
屏東縣政府警察局(待處理)
屏東縣政府衛生局(待處理)
屏東縣政府環境保護局(待處理)
屏東縣政府消防局(待處理)
屏東縣政府稅務局(待處理)
屏東縣政府水利處(待處理)
屏東縣政府人事處(待處理)
屏東縣政府農業處(待處理)
屏東縣政府社會處(待處理)
屏東縣政府傳播暨國際事務處(待處理)
屏東縣政府城鄉發展處(待處理)
第六三大隊(待處理)
欣屏天然氣公司(待處理)
第六二大隊(待處理)
紅十字會屏東縣支會(待處理)
陸軍機步333旅(待處理)
中華電信股份有限公司產業工會(待處理)
行政院海岸巡防署海岸巡防總局南部地區巡防局(已處理)
屏東縣政府教育處(已處理)
屏東縣政府民政處(已處理)
屏東縣政府工務處(已處理)
屏東縣政府原住民處(已處理)",災情查報,22.6702874,120.4910256
42020023463966,2020-03-20 14:37,"[道路、隧道災情]
道路落石",屏東縣枋山鄉家路加祿村[屏東縣獅子鄉內獅村7鄰內獅巷90號],"海水倒灌照致到道路變游泳池,1萬人遭沖走",,災情查報,22.20177208,120.70544461
42020023463912,2020-03-20 14:37,"[其他災情]
地貌突變（改變）",屏東縣恆春鎮,地殼變動,,災情查報,21.983846,120.753784
42020023469047,2020-03-23 14:59,"[積淹水災情]
房屋積淹水",屏東縣林邊鄉,房屋淹水,林邊鄉公所(已處理),災情查報,22.450265,120.501755
42020023470974,2020-03-23 15:10,"[積淹水災情]
道路積淹水",屏東縣林邊鄉,淹水,林邊鄉公所(已處理),災情查報,22.450265,120.501755
42020023472071,2020-03-24 09:04,"[積淹水災情]
地區積淹水",屏東縣枋寮鄉[屏東縣枋寮鄉枋寮村31鄰沿海路10號],報案地點附近淹水，造成附近地區淹水。風強，吹破遮陽棚及招牌掉落。,,災情查報,22.366279,120.591917
42020023472074,2020-03-24 09:47,"[積淹水災情]
道路積淹水",屏東縣枋寮鄉,枋寮村沿海道路，浪大越堤，造成道路積淹水。,,災情查報,22.366591,120.599567
42020023472480,2020-03-24 15:47,"[路樹災情]
路樹倒塌",屏東縣春日鄉村日村2號[屏東縣春日鄉春日村1鄰春日路1號之2],路樹倒塌影響交通,,災情查報,22.370153,120.623686
42020023472485,2020-03-25 09:03,"[廣告招牌災情]
廣告招牌掉落",屏東縣屏東市蘭州街18號,風太大廣告招牌掉落,,災情查報,22.680185,120.48349
42020023472487,2020-03-25 09:07,"[路樹災情]
路樹傾斜",屏東縣屏東市,風太大將黑板樹吹到快斷掉,,災情查報,22.6702874,120.4910256
42020023472489,2020-03-25 09:12,"[水利設施災情]
其他",屏東縣屏東市[屏東縣屏東市永安里34鄰建南路171號],風大將人吹落大排,,災情查報,22.662269,120.481912
42020023472491,2020-03-25 09:17,"[積淹水災情]
道路積淹水",屏東縣屏東市[屏東縣屏東市前進里1鄰和生路二段243巷17號],附近居民說淹水已到小腿肚,,災情查報,22.651753,120.477979
42020023493055,2020-03-26 09:56,"[積淹水災情]
道路積淹水",屏東縣佳冬鄉佳昌路2號[屏東縣佳冬鄉佳冬村13鄰溝渚路28之25號],水量很大,佳冬鄉公所(已處理),災情查報,22.422824,120.550628
42020023493391,2020-03-26 16:31,"[廣告招牌災情]
廣告招牌欲墜",屏東縣新園鄉,貓狗一直不吃飯,,災情查報,22.54764,120.473233
42020023493534,2020-03-27 14:17,"[道路、隧道災情]
路基流失",屏東縣林邊鄉仁和村仁和路25號,(測試)接獲民眾報案，在林邊鄉仁和村堤防道路路基流失，有2人受困於此。,,災情查報,22.433386,120.513052
42020023493544,2020-03-27 14:24,"[路樹災情]
路樹倒塌",屏東縣林邊鄉崎峰村南平路25號,(測試)崎峰醫院門口路樹因地震倒塌，壓到電線造成爆炸，引起火災，並造成8名路人受傷。,,災情查報,22.431328,120.483303
42020023493630,2020-03-27 15:57,"[路樹災情]
路樹傾斜",屏東縣新園鄉仙吉村仙吉路148號,"貓狗就不吃飯啊
",新園鄉公所(已處理),災情查報,22.54378,120.461514
42020023493632,2020-03-27 15:58,"[其他災情]
其他",屏東縣新園鄉,貓狗就是不吃飯,新園鄉公所(已處理),災情查報,22.54764,120.473233
42020023493634,2020-03-27 16:00,"[道路、隧道災情]
工區及周邊區域損壞",屏東縣新園鄉,貓狗還是不吃飯,新園鄉公所(已處理),災情查報,22.54764,120.473233
42020023496681,2020-03-31 10:15,"[積淹水災情]
道路積淹水",屏東縣枋寮鄉[屏東縣枋寮鄉枋寮村32鄰沿海路43號],案發地點道路積水,,災情查報,22.367076,120.590926
42020023496847,2020-04-01 09:02,"[路樹災情]
路樹倒塌",屏東縣麟洛鄉中山路158號[屏東縣麟洛鄉麟蹄村21鄰中山路88號],路樹倒塌,,災情查報,22.648544,120.528956
42020023496849,2020-04-01 10:03,"[車輛、交通事故]
車禍",屏東縣九如鄉[屏東縣九如鄉東寧村23鄰九如路二段322巷20號],發生重大車禍,,災情查報,22.737654,120.491225
42020023496851,2020-04-01 11:20,"[廣告招牌災情]
廣告招牌欲墜",屏東縣屏東市蘭州街18號,"因風太大所導致廣告招牌掉落 ㄑㄨ;lskjvfasdasf
",,災情查報,22.680185,120.48349
42020023496945,2020-04-05 22:00,"[路樹災情]
路樹倒塌",屏東縣霧臺鄉霧台村霧台國小,test,,災情查報,22.74896459,120.72862195
42020023496949,2020-04-06 10:38,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣枋山鄉[屏東縣枋山鄉枋山村7鄰中山路三段136號之1],楓港大橋水位達警戒值，執行封橋作業,,災情查報,22.254866,120.655528
42020023496955,2020-04-06 11:45,"[路樹災情]
路樹倒塌",屏東縣枋寮鄉[屏東縣枋寮鄉枋寮村31鄰沿海路10號],路樹倒塌,,災情查報,22.366279,120.591917
42020023496957,2020-04-06 11:46,"[路樹災情]
路樹倒塌",屏東縣枋寮鄉,路樹倒塌,,災情查報,22.366591,120.599567
42020023496967,2020-04-06 15:10,"[路樹災情]
路樹倒塌",屏東縣潮州鎮中山路38號,屏東縣潮州鎮中山路38號有路樹倒塌,潮州鎮公所(已處理),災情查報,22.549953,120.542859
42020023497194,2020-04-08 10:39,"[道路、隧道災情]
工區及周邊區域損壞",屏東縣佳冬鄉佳冬村佳昌路2號[屏東縣佳冬鄉萬建村17鄰進學街78巷61弄16號],豪大雨,佳冬鄉公所(已處理),災情查報,22.422629,120.553899
42020023497196,2020-04-08 10:49,"[道路、隧道災情]
土石流阻斷",屏東縣霧臺鄉霧台村神山巷73號,test,霧臺鄉公所(已處理),災情查報,22.748939,120.728315
72020025955575,2020-04-13 09:37,"[其他災情]
其他",屏東縣潮州鎮測試,測試用-,,119消防署派遣系統,22.54989833,120.54304359
42020023499797,2020-04-20 14:29,"[道路、隧道災情]
路基流失",屏東縣佳冬鄉玉光村中山路80號,因`雨量造成路基流失,屏東縣佳冬鄉公所(已處理),災情查報,22.430111,120.562982
42020023499810,2020-04-20 14:37,"[積淹水災情]
道路積淹水",屏東縣佳冬鄉佳冬村家昌路2號,超大豪雨造成淹水,屏東縣佳冬鄉公所(已處理),災情查報,22.41930402,120.55232433
42020023499799,2020-04-20 14:40,"[廣告招牌災情]
廣告招牌欲墜",屏東縣恆春鎮恆南路10號,因風災風力過大導致招牌部分毀損,,災情查報,22.00386195,120.74726646
42020023499803,2020-04-20 14:41,"[積淹水災情]
地區積淹水",屏東縣恆春鎮恆南路60號,"因風災伴隨雨勢,後續排水不及造成路面積水",屏東縣恆春鎮公所(處理中),災情查報,22.00386195,120.74726646
42020023499813,2020-04-20 14:47,"[橋梁災情]
橋梁斷裂",屏東縣佳冬鄉佳和路70號,中正橋樑斷裂，南北交通停滯,屏東縣佳冬鄉公所(已處理),災情查報,22.413284,120.556009
12020023499826,2020-04-20 14:53,"[--]
--",屏東縣新埤鄉,路樹倒塌-測試,,網路災情通報,22.478827,120.561789
42020023499831,2020-04-20 15:01,"[積淹水災情]
地區積淹水",屏東縣佳冬鄉佳昌路50號,持續淹水中,屏東縣佳冬鄉公所(已處理),災情查報,22.41762,120.550824
12020023499836,2020-04-20 15:17,"[--]
--",屏東縣佳冬鄉佳冬村佳昌路69號,108.04.20佳冬鄉災情演練:大豪雨造成道路淹水,,網路災情通報,22.417584,120.551316
42020023499896,2020-04-20 15:35,"[路樹災情]
路樹倒塌",屏東縣佳冬鄉進學街60號,阻擋交通運行，砸毀一台機車==========00,,災情查報,22.421658,120.555033
42020023499922,2020-04-21 08:19,"[路樹災情]
路樹傾斜",屏東縣里港鄉[屏東縣里港鄉玉田村14鄰八德路501號],"路面因路樹及廣告招牌倒下而不通,並造成一名機車騎士跌傷",屏東縣里港鄉公所(已處理),災情查報,22.775082,120.483787
42020023499927,2020-04-21 08:43,"[廣告招牌災情]
廣告招牌欲墜",屏東縣南州鄉仁里村仁里路11號,檳榔攤招牌玉墜,屏東縣政府城鄉發展處(待處理),災情查報,22.490327,120.509911
42020023500151,2020-04-21 14:09,"[積淹水災情]
道路積淹水",屏東縣佳冬鄉佳冬村佳昌路2號,"大雨導致道路淹水約200平方公尺,使得車輛無法通行,10人受困",屏東縣佳冬鄉公所(已處理),災情查報,22.419188,120.552373
42020023500157,2020-04-21 14:20,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣佳冬鄉佳冬村佳和路2號[屏東縣佳冬鄉佳冬村1鄰佳農街31號],未通車,屏東縣佳冬鄉公所(已處理),災情查報,22.411415,120.563722
42020023500161,2020-04-21 14:20,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣佳冬鄉佳冬村佳和路2號[屏東縣佳冬鄉佳冬村1鄰佳農街31號],水位過高道路封閉,屏東縣佳冬鄉公所(已處理),災情查報,22.411415,120.563722
42020023500155,2020-04-21 14:20,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣佳冬鄉佳冬村佳和路2號[屏東縣佳冬鄉佳冬村1鄰佳農街31號],水位過高道路封閉,屏東縣佳冬鄉公所(已處理),災情查報,22.411415,120.563722
42020023500159,2020-04-21 14:20,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣佳冬鄉佳冬村佳和路2號[屏東縣佳冬鄉佳冬村1鄰佳農街31號],尚未復原,屏東縣佳冬鄉公所(已處理),災情查報,22.411415,120.563722
42020023500163,2020-04-21 14:28,"[道路、隧道災情]
工區及周邊區域損壞",屏東縣佳冬鄉玉光村中山路2號[屏東縣佳冬鄉石光村16鄰中山路82號],尚未修復,屏東縣佳冬鄉公所(已處理),災情查報,22.430237,120.563026
42020023500363,2020-04-21 21:23,"[路樹災情]
路樹傾斜",屏東縣里港鄉[屏東縣里港鄉塔樓村3鄰塔樓路21號之10],有機車騎士跌傷,屏東縣里港鄉公所(已處理),災情查報,22.764653,120.483298
42020023511253,2020-04-22 09:10,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣屏東市,封橋警戒,屏東縣屏東市公所(已處理),災情查報,22.6702874,120.4910256
42020023511253,2020-04-22 09:10,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣屏東市,封橋警戒,屏東縣屏東市公所(已處理),災情查報,22.6702874,120.4910256
42020023511314,2020-04-22 09:18,"[土石災情]
土石崩落",屏東縣春日鄉[屏東縣春日鄉士文村5鄰士文路81號],春日鄉士文村第5鄰土石崩落,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府水利處(待處理)
屏東縣政府工務處(待處理)",災情查報,22.369944,120.663354
42020023511314,2020-04-22 09:18,"[土石災情]
土石崩落",屏東縣春日鄉[屏東縣春日鄉士文村5鄰士文路81號],春日鄉士文村第5鄰土石崩落,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府水利處(待處理)
屏東縣政府工務處(待處理)",災情查報,22.369944,120.663354
42020023511353,2020-04-22 09:26,"[積淹水災情]
道路積淹水",屏東縣春日鄉[屏東縣春日鄉春日村7鄰春日路180之1號],道路淹水交通障礙,屏東縣政府水利處(待處理),災情查報,22.369989,120.625253
42020023502217,2020-04-22 09:26,"[路樹災情]
路樹倒塌",屏東縣高樹鄉[屏東縣高樹鄉高樹村17鄰青雲路2號],華光路32號前3棵路樹傾倒,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)",災情查報,22.826586,120.599576
42020023511353,2020-04-22 09:26,"[積淹水災情]
道路積淹水",屏東縣春日鄉[屏東縣春日鄉春日村7鄰春日路180之1號],道路淹水交通障礙,屏東縣政府水利處(待處理),災情查報,22.369989,120.625253
42020023502217,2020-04-22 09:26,"[路樹災情]
路樹倒塌",屏東縣高樹鄉[屏東縣高樹鄉高樹村17鄰青雲路2號],華光路32號前3棵路樹傾倒,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)",災情查報,22.826586,120.599576
42020023511381,2020-04-22 09:30,"[土石災情]
土石流",屏東縣春日鄉力里村1鄰2號,力里村第1鄰土石流流至民宅,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府水利處(待處理)
屏東縣政府工務處(待處理)",災情查報,22.37083529,120.62932789
42020023511381,2020-04-22 09:30,"[土石災情]
土石流",屏東縣春日鄉力里村1鄰2號,力里村第1鄰土石流流至民宅,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府水利處(待處理)
屏東縣政府工務處(待處理)",災情查報,22.37083529,120.62932789
42020023505026,2020-04-22 09:38,"[橋梁災情]
橋梁斷裂",屏東縣佳冬鄉中正路30號[屏東縣佳冬鄉昌隆村14鄰中正路29之2號],搶修中,屏東縣佳冬鄉公所(已處理),災情查報,22.450072,120.560712
42020023505026,2020-04-22 09:38,"[橋梁災情]
橋梁斷裂",屏東縣佳冬鄉中正路30號[屏東縣佳冬鄉昌隆村14鄰中正路29之2號],搶修中,屏東縣佳冬鄉公所(已處理),災情查報,22.450072,120.560712
42020023503653,2020-04-22 09:43,"[廣告招牌災情]
廣告招牌欲墜",屏東縣竹田鄉,搖搖欲墜,屏東縣政府城鄉發展處(待處理),災情查報,22.597981,120.533337
42020023503653,2020-04-22 09:43,"[廣告招牌災情]
廣告招牌欲墜",屏東縣竹田鄉,搖搖欲墜,屏東縣政府城鄉發展處(待處理),災情查報,22.597981,120.533337
42020023504883,2020-04-22 10:01,"[路樹災情]
路樹傾斜",屏東縣里港鄉玉田村八德路487之3號,該路段發生路樹倒他並造成機車騎士跌傷,屏東縣里港鄉公所(已處理),災情查報,22.774713,120.483631
42020023504883,2020-04-22 10:01,"[路樹災情]
路樹傾斜",屏東縣里港鄉玉田村八德路487之3號,該路段發生路樹倒他並造成機車騎士跌傷,屏東縣里港鄉公所(已處理),災情查報,22.774713,120.483631
